Respondent_ID,Age_Range,Gender,Disability_Status,Location_Type,Country,African_Region,Value_Chain,Organization_Name,Organization_Type,Complement_Existing_Platforms_Score,Framework_Inclusivity_Score,Governance_Transparency_Score,Membership_Clarity_Score,Stakeholder_Participation_Score,Trust_Building_Score,Finance_Barrier_Score,Land_Access_Barrier_Score,Climate_Risk_Score,Technology_Barrier_Score,Funding_Support_Need,Land_Ownership_Importance,Early_Warning_Importance,Capacity_Building_Need,Technology_Intervention_Need,KPI_Alignment_Score,Impact_Measurement_Score,Gender_Data_Promotion_Score,Continuous_Learning_Score,Reporting_Level,Resource_Mobilization_Score,Funding_Diversification_Score,Partnership_Strategy_Score,Knowledge_Sharing_Score,Government_Partner,Private_Sector_Partner,International_Org_Partner,Academia_Partner,Farmers_Association_Partner,CSO_Partner,Staffing_Readiness_Score,Communication_Readiness_Score,Women_Involvement_Score,Hybrid_Platform_Readiness_Score,Strategic_Alignment_Score,Lessons_Learned_Text,Innovation_Recommendations_Text,Inclusivity_Recommendations_Text,Vulnerability_Index,Governance_Readiness_Score,Sustainability_Score,MELAR_Readiness_Score,Intervention_Priority,Avg_Barrier_Score,Avg_Readiness_Score,Avg_Need_Score,Readiness_Gap,Rural_Female,Young_Respondent,Disability_Flag,Total_Partners,Priority_Ordinal,Gov_High,Sus_High,Exclusion_Risk_Score,Risk_Level,Cluster,WAEI_Participation,WAEI_Governance,WAEI_Resilience,WAEI_Sustainability,WAEI_Inclusion,WAEI_Score,Recommendations,Urgency,Num_Interventions
RESP_01485,18-35,Female,No,Rural,Tunisia,Northern Africa,Processing,Horizon Food Systems,Women Cooperative,3,4,4,4,2,4,4,5,3,5,4,4,4,3,5,3,4,4,5,Regional,4,2,4,3,0,0,0,0,1,0,4,4,5,4,5,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Promote women leadership representation,4.25,3.5,3.25,4.0,High,4.25,4.4,4.0,-0.15,1,1,0,1,2,0,0,3.0,High,0,100.0,45.45454545454545,21.42857142857143,30.0,66.66666666666666,56.82,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_01486,36-45,Female,No,Semi-Urban,Ghana,West Africa,Agri-Finance,Ubuntu Agri Network,Research Institution,4,5,3,3,4,4,5,3,5,3,5,4,4,3,3,4,4,4,5,Regional,3,5,5,4,1,0,1,1,1,1,4,3,5,5,4,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Increase disability-inclusive participation frameworks,4.0,3.75,4.25,4.25,High,4.0,4.2,3.8,-0.2,0,0,0,5,2,0,1,2.6,Moderate,1,100.0,54.54545454545454,28.57142857142857,70.0,100.0,69.85,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support,Critical,3
RESP_01487,36-45,Female,Yes,Rural,Nigeria,West Africa,Production,EcoFarm Network,Research Institution,4,4,3,4,2,4,4,4,4,4,4,5,4,5,4,5,3,5,5,Continental,4,5,4,5,1,0,1,0,1,1,5,4,5,4,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.0,3.25,4.5,4.5,High,4.0,4.4,4.4,-0.4,1,0,1,4,2,0,1,3.35,High,0,100.0,36.36363636363637,28.57142857142857,80.0,66.66666666666666,63.47,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,8
RESP_01488,36-45,Female,Yes,Rural,South Africa,Southern Africa,Production,AgriLink Cooperative,Community Network,5,4,4,3,5,5,3,4,5,5,5,4,4,4,4,3,4,5,3,Continental,4,4,4,4,1,1,1,1,1,1,4,3,3,3,4,Climate adaptation training should be expanded,Create women-focused digital financing systems,Expand awareness campaigns in rural communities,4.25,4.0,4.0,3.75,High,4.25,3.4,4.2,0.85,1,0,1,6,2,1,1,3.75,High,0,33.33333333333333,63.63636363636363,21.42857142857143,60.0,66.66666666666666,45.86,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,7
RESP_01489,18-35,Female,No,Rural,Algeria,Northern Africa,Services,Grassroots AgriCo,Research Institution,4,5,4,5,5,3,2,5,4,5,5,3,5,3,4,5,4,3,4,Continental,4,4,4,5,0,1,1,0,1,0,5,4,5,4,4,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.0,4.75,4.25,4.0,High,4.0,4.4,4.0,-0.4,1,1,0,3,2,1,1,2.85,Moderate,0,100.0,90.9090909090909,28.57142857142857,70.0,100.0,78.94,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_01490,46-60,Female,No,Rural,Zimbabwe,Southern Africa,Others,Sahel Solutions Ltd,Research Institution,4,4,5,4,5,5,4,5,4,4,5,5,4,4,5,3,4,4,3,Regional,2,3,4,3,0,1,1,1,0,1,4,4,4,3,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.25,4.5,3.0,3.5,High,4.25,3.8,4.6,0.45,1,0,0,4,2,1,0,3.15,High,0,66.66666666666666,81.81818181818183,21.42857142857143,20.0,66.66666666666666,54.41,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01491,18-35,Male,No,Semi-Urban,Algeria,Northern Africa,Processing,Delta Agri Hub,Private Agribusiness,4,3,3,3,4,4,3,4,3,4,5,5,5,5,4,5,4,5,3,National,3,3,3,3,1,0,1,1,1,1,4,4,4,3,4,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Promote women leadership representation,3.5,3.25,3.0,4.25,Moderate,3.5,3.8,4.8,-0.3,0,1,0,5,1,0,0,2.4,Low,1,66.66666666666666,36.36363636363637,42.85714285714286,20.0,33.33333333333333,44.0,Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_01492,18-35,Male,No,Rural,Uganda,East Africa,Services,AfroHarvest Initiative,Community Network,4,4,4,4,4,4,4,4,4,3,5,3,5,4,4,3,4,4,5,Continental,4,4,4,5,1,0,0,1,0,1,2,4,2,4,5,Climate adaptation training should be expanded,Introduce AI-supported climate monitoring systems,Increase disability-inclusive participation frameworks,3.75,4.0,4.25,4.0,High,3.75,3.4,4.2,0.35,0,1,0,3,2,1,1,2.65,Moderate,1,0.0,63.63636363636363,35.71428571428571,70.0,66.66666666666666,40.22,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_01493,18-35,Female,No,Urban,Algeria,Northern Africa,Marketing,Afri-Impact NGO,Research Institution,4,5,5,3,5,5,4,4,3,3,4,5,5,5,4,5,3,4,4,Continental,5,3,4,4,1,1,1,1,1,1,4,4,3,5,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Promote women leadership representation,3.5,4.5,4.0,4.0,Moderate,3.5,4.0,4.6,-0.5,0,1,0,6,1,1,1,2.35,Low,1,33.33333333333333,81.81818181818183,42.85714285714286,60.0,100.0,58.03,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_01494,18-35,Female,No,Rural,Morocco,Northern Africa,Agri-Finance,Afri-Impact NGO,Farmers Association,3,5,3,4,4,4,3,4,5,5,5,4,3,5,4,3,4,4,4,Sub-national,4,3,5,4,0,0,1,0,0,0,3,4,4,2,4,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,4.25,4.0,4.0,3.75,High,4.25,3.4,4.2,0.85,1,1,0,1,2,1,1,3.25,High,0,66.66666666666666,63.63636363636363,21.42857142857143,60.0,100.0,59.19,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_01495,18-35,Female,No,Semi-Urban,Chad,Central Africa,Services,AfroHarvest Initiative,Private Agribusiness,3,3,3,4,5,4,5,3,4,4,3,5,3,5,3,4,4,3,5,Regional,3,3,4,4,0,0,1,0,0,0,4,3,4,2,4,Technology adoption is improving productivity outcomes,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,4.0,3.75,3.5,4.0,High,4.0,3.4,3.8,0.6,0,1,0,1,2,0,0,2.8,Moderate,0,66.66666666666666,54.54545454545454,28.57142857142857,40.0,33.33333333333333,48.68,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_01496,36-45,Female,No,Rural,Morocco,Northern Africa,Services,Continental Agri Ltd,Private Agribusiness,4,4,4,3,2,3,4,3,4,3,5,5,4,5,3,5,3,5,3,Continental,4,4,3,5,1,1,1,1,1,1,3,3,4,4,4,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Promote women leadership representation,3.5,3.25,4.0,4.0,Moderate,3.5,3.6,4.4,-0.1,1,0,0,6,1,0,1,2.75,Moderate,1,66.66666666666666,36.36363636363637,42.85714285714286,60.0,66.66666666666666,53.33,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Rural women extension services & cooperative support | Capacity building programme enrolment,High,4
RESP_01497,18-35,Male,No,Rural,Egypt,Northern Africa,Production,Savanna Tech Group,Women Cooperative,5,4,3,5,4,5,4,5,4,3,5,5,3,3,4,5,4,4,3,Sub-national,4,5,4,5,1,1,1,0,0,0,5,4,4,4,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Promote women leadership representation,4.0,4.0,4.5,4.0,High,4.0,4.2,4.0,-0.2,0,1,0,3,2,1,1,2.6,Moderate,0,66.66666666666666,63.63636363636363,28.57142857142857,80.0,66.66666666666666,60.29,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support,Critical,4
RESP_01498,61+,Female,No,Rural,Tanzania,East Africa,Production,Oasis Farm Group,Farmers Association,3,4,4,3,5,3,5,4,4,3,5,5,4,3,4,3,3,5,4,Sub-national,3,3,4,4,1,1,1,0,1,0,3,4,5,3,3,Local partnerships improve sustainability and trust,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,4.0,4.0,3.5,3.75,High,4.0,3.6,4.2,0.4,1,0,0,4,2,1,0,3.05,High,0,100.0,63.63636363636363,28.57142857142857,40.0,66.66666666666666,64.29,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_01499,36-45,Male,Yes,Rural,Algeria,Northern Africa,Others,Horizon Food Systems,Farmers Association,4,4,5,4,5,3,3,5,5,4,4,3,4,5,5,3,4,5,4,Continental,4,4,4,4,1,0,0,0,0,0,3,5,3,5,3,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Promote women leadership representation,4.25,4.5,4.0,4.0,High,4.25,3.8,4.2,0.45,0,0,1,1,2,1,1,3.35,High,0,33.33333333333333,81.81818181818183,21.42857142857143,60.0,66.66666666666666,50.41,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,6
RESP_01500,18-35,Female,No,Rural,Chad,Central Africa,Others,Savanna Tech Group,Private Agribusiness,4,5,3,4,3,2,5,4,4,5,5,5,4,5,4,4,4,4,5,Regional,5,5,5,5,1,0,0,0,1,1,3,4,5,4,3,Technology adoption is improving productivity outcomes,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,4.5,3.75,5.0,4.25,Critical,4.5,3.8,4.6,0.7,1,1,0,3,3,0,1,3.3,High,0,100.0,54.54545454545454,14.285714285714292,100.0,100.0,71.49,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01501,18-35,Male,No,Semi-Urban,Senegal,West Africa,Agri-Tech,AfroHarvest Initiative,Women Cooperative,3,4,3,3,4,3,4,4,4,4,4,5,5,3,5,4,3,4,3,National,3,5,4,4,1,1,0,1,1,0,4,4,5,2,5,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.0,3.5,4.0,3.5,High,4.0,4.0,4.4,0.0,0,1,0,4,2,0,1,2.65,Moderate,0,100.0,45.45454545454545,28.57142857142857,60.0,66.66666666666666,62.74,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_01502,46-60,Female,No,Semi-Urban,Ghana,West Africa,Processing,ProAgri Associates,Farmers Association,4,5,4,4,3,4,4,3,4,3,4,3,4,4,4,3,3,5,5,National,4,4,5,4,1,0,1,1,0,0,3,4,5,4,4,Technology adoption is improving productivity outcomes,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,3.5,4.0,4.25,4.0,Moderate,3.5,4.0,3.8,-0.5,0,0,0,3,1,1,1,2.35,Low,1,100.0,63.63636363636363,42.85714285714286,70.0,100.0,74.98,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_01503,46-60,Male,No,Urban,Zimbabwe,Southern Africa,Agri-Finance,FarmFirst Alliance,Farmers Association,5,5,3,4,5,3,4,3,4,4,4,4,4,3,4,5,3,4,4,Regional,3,4,4,4,1,0,0,1,0,1,4,4,5,4,4,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,3.75,4.25,3.75,4.0,High,3.75,4.2,3.8,-0.45,0,0,0,3,2,1,1,2.45,Low,1,100.0,72.72727272727273,35.71428571428571,50.0,100.0,72.82,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems,High,3
RESP_01504,18-35,Female,No,Rural,Tanzania,East Africa,Agri-Tech,Grassroots AgriCo,Farmers Association,3,4,5,4,4,3,4,5,4,4,4,4,4,5,3,3,4,5,3,Continental,4,3,5,4,1,1,1,0,1,1,3,4,4,4,4,Technology adoption is improving productivity outcomes,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.25,4.25,4.0,3.75,High,4.25,3.8,4.0,0.45,1,1,0,5,2,1,1,3.15,High,0,66.66666666666666,72.72727272727273,21.42857142857143,60.0,66.66666666666666,58.13,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_01505,18-35,Male,No,Semi-Urban,DR Congo,Central Africa,Agri-Tech,Ubuntu Agri Network,Government Agency,4,5,3,5,4,3,5,2,3,3,3,5,5,5,4,4,4,3,4,Regional,5,3,5,3,0,1,1,0,1,0,3,5,4,5,5,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Improve equitable funding access mechanisms,3.25,4.25,4.0,3.75,Moderate,3.25,4.4,4.4,-1.15,0,1,0,3,1,1,1,2.1,Low,1,66.66666666666666,72.72727272727273,50.0,60.0,100.0,67.18,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_01506,36-45,Female,No,Urban,Nigeria,West Africa,Services,Grassroots AgriCo,Research Institution,3,4,4,5,5,4,4,4,2,2,5,3,4,5,4,3,5,3,4,Continental,4,2,5,4,1,0,0,1,0,1,4,4,3,3,5,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,3.0,4.5,3.75,3.75,Moderate,3.0,3.8,4.2,-0.8,0,0,0,3,1,1,1,2.1,Low,1,33.33333333333333,81.81818181818183,57.142857142857146,50.0,66.66666666666666,56.05,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_01507,61+,Female,Yes,Semi-Urban,Uganda,East Africa,Agri-Tech,BushVeld Research,Government Agency,3,4,4,3,4,4,4,1,4,3,5,5,5,4,4,5,4,2,4,Regional,5,3,4,3,0,1,0,0,0,1,4,4,4,4,3,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,3.0,3.75,3.75,3.75,Moderate,3.0,3.8,4.6,-0.8,0,0,1,2,1,0,1,2.6,Moderate,1,66.66666666666666,54.54545454545454,57.142857142857146,50.0,66.66666666666666,59.23,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,High,4
RESP_01508,18-35,Female,No,Semi-Urban,Nigeria,West Africa,Agri-Tech,EcoFarm Network,Community Network,5,5,5,5,4,3,5,3,4,3,5,4,5,4,4,5,3,5,4,National,3,4,4,4,0,0,0,1,0,1,4,3,5,4,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,3.75,4.75,3.75,4.25,High,3.75,4.0,4.4,-0.25,0,1,0,2,2,1,1,2.5,Moderate,1,100.0,90.9090909090909,35.71428571428571,50.0,100.0,77.37,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_01509,18-35,Male,No,Rural,Gabon,Central Africa,Agri-Tech,Delta Agri Hub,Research Institution,3,3,3,4,4,4,5,3,5,4,5,4,5,5,5,4,4,5,5,Continental,3,3,5,4,1,1,1,0,1,0,3,4,5,3,3,Technology adoption is improving productivity outcomes,Create women-focused digital financing systems,Strengthen gender-responsive technology access,4.25,3.5,3.75,4.5,High,4.25,3.6,4.8,0.65,0,1,0,4,2,0,1,2.9,Moderate,0,100.0,45.45454545454545,21.42857142857143,50.0,33.33333333333333,56.48,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_01510,18-35,Female,No,Urban,Kenya,East Africa,Processing,SeedFuture Institute,Women Cooperative,5,4,4,3,4,3,4,4,3,3,5,3,4,4,3,4,4,5,3,National,4,4,4,4,0,0,0,1,0,0,3,5,4,4,5,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,3.5,3.75,4.0,4.0,Moderate,3.5,4.2,3.8,-0.7,0,1,0,1,1,0,1,2.3,Low,1,66.66666666666666,54.54545454545454,42.85714285714286,60.0,66.66666666666666,57.87,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_01511,36-45,Female,No,Semi-Urban,Chad,Central Africa,Production,EcoFarm Network,Private Agribusiness,4,4,2,3,4,4,5,5,3,3,4,4,5,4,4,3,3,4,4,Regional,4,3,4,3,0,1,1,1,1,1,3,5,3,4,5,Climate adaptation training should be expanded,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,4.0,3.25,3.5,3.5,High,4.0,4.0,4.2,0.0,0,0,0,5,2,0,0,2.65,Moderate,1,33.33333333333333,36.36363636363637,28.57142857142857,40.0,66.66666666666666,37.47,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,4
RESP_01512,18-35,Female,No,Rural,Tunisia,Northern Africa,Others,AfroHarvest Initiative,NGO,5,4,4,5,4,5,4,5,4,5,4,3,4,5,5,3,3,5,4,Regional,3,3,4,5,0,0,1,0,1,0,3,4,4,3,5,Technology adoption is improving productivity outcomes,Deploy mobile agricultural advisory platforms,Promote women leadership representation,4.5,4.25,3.75,3.75,Critical,4.5,3.8,4.2,0.7,1,1,0,2,3,1,1,3.3,High,0,66.66666666666666,72.72727272727273,14.285714285714292,50.0,66.66666666666666,55.21,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
